PAID_WAGE_PER_YEAR_Binned	CASE_STATUS	EMPLOYER_NAME	EDUCATION_LEVEL_REQUIRED	COLLEGE_MAJOR_REQUIRED	EXPERIENCE_REQUIRED_NUM_MONTHS	COUNTRY_OF_CITIZENSHIP	WORK_STATE	PREVAILING_WAGE_PER_YEAR	PAID_WAGE_PER_YEAR	JOB_TITLE_SUBGROUP
15	2	1212	2	marketing	0.0	IRAN	CALIFORNIA	0.0	91440.0	1
46	0	1	1	computer science, electrical engineering	0.0	INDIA	CALIFORNIA	209102.0	250000.0	0
38	1	1	1	computer science, electrical engineering, or a related field	0.0	INDIA	CALIFORNIA	209102.0	209102.0	0
38	0	14	0	electronic eng, computer sci, computer eng, imaging or related field	60.0	FRANCE	CALIFORNIA	209102.0	209102.0	0
38	0	82	3	medicine	0.0	JAPAN	MICHIGAN	206410.0	206410.0	1
51	0	2088	3	law	0.0	TURKEY	TEXAS	203466.0	275000.0	5
36	0	909	1	computer science, engineering or closely related	72.0	INDIA	NEW YORK	195208.0	195208.0	0
35	1	8	0	computer science	72.0	CHINA	CALIFORNIA	190258.0	190258.0	0
38	1	1	0	computer science, computer engineering, or related field	0.0	CHILE	NEW YORK	188843.0	210000.0	0
34	1	2825	0	tech/business w/ a spec in comp sci, cyber secur or mgmt info sys	120.0	AUSTRALIA	NEW YORK	188843.0	188843.0	2
34	1	605	1	comp sci, comp engineering, or a related engineering discipline	84.0	INDIA	NEW JERSEY	188843.0	188843.0	2
46	0	86	3	medicine	0.0	LEBANON	FLORIDA	188793.0	250000.0	1
51	0	1459	3	medicine	0.0	INDIA	PENNSYLVANIA	187199.0	275000.0	1
34	3	508	1	computer science	0.0	INDIA	CALIFORNIA	186555.0	186555.0	0
34	0	508	1	computer science	0.0	INDIA	CALIFORNIA	186555.0	186555.0	0
33	0	2708	0	economics	0.0	JAPAN	CALIFORNIA	184683.0	184683.0	2
33	0	37	0	comp. sci.,engin(any),business,math,physics,or related technical field	24.0	INDIA	CALIFORNIA	183872.0	183872.0	0
40	1	1	0	software engineering, computer science, or a related field	0.0	CANADA	CALIFORNIA	179504.0	220000.0	0
32	0	37	0	comp. sci., engin,(any), business, math, physics, or related tech field	24.0	INDIA	CALIFORNIA	179504.0	179504.0	0
35	1	396	3	medicine	0.0	GERMANY	COLORADO	174300.0	193625.0	1
32	1	557	3	medicine	0.0	INDIA	PENNSYLVANIA	174220.0	180000.0	1
32	0	557	3	medicine	0.0	INDIA	PENNSYLVANIA	174220.0	177000.0	1
40	0	2260	3	medicine	0.0	SYRIA	NEW YORK	172760.0	220000.0	1
31	1	2368	1	business administration	60.0	PHILIPPINES	TEXAS	172203.0	172203.0	2
30	1	141	1	computer science	60.0	INDIA	NEW JERSEY	168875.0	168875.0	0
30	3	37	1	mathematics	0.0	ISRAEL	NEW JERSEY	168875.0	168875.0	0
30	1	2199	0	business administration (w/ underlying bachelor's degree in architecture	0.0	CHINA	NEW YORK	168334.0	168334.0	7
30	1	2208	0	computer science, or related field	36.0	INDIA	CALIFORNIA	166067.0	170000.0	0
42	0	1739	2	law	0.0	CANADA	NEW YORK	165693.0	230000.0	5
38	0	2018	3	law	0.0	CANADA	NEW YORK	165693.0	210000.0	5
52	1	1147	3	bachelor of laws (juris doctor equivalent)	0.0	SINGAPORE	NEW YORK	165651.0	280000.0	5
49	1	832	3	law	0.0	ARGENTINA	NEW YORK	165651.0	265000.0	5
35	1	2851	3	law	36.0	GERMANY	NEW YORK	165651.0	195000.0	5
30	1	1735	0	law	0.0	ISRAEL	NEW YORK	165651.0	165651.0	5
30	0	2811	3	law	12.0	HONG KONG	NEW YORK	165651.0	165651.0	5
30	0	2568	0	law	36.0	JAPAN	NEW YORK	165651.0	165651.0	5
29	3	818	2	risk management	0.0	GERMANY	NEW YORK	164900.25	164900.25	1
29	0	818	2	risk management	0.0	GERMANY	NEW YORK	164900.25	164900.25	1
29	3	8	0	computer science	36.0	CANADA	CALIFORNIA	164403.0	164403.0	0
37	1	826	0	computer science or electrical engineering	0.0	CHINA	CALIFORNIA	163134.0	205000.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	73	1	computer science, engineering (any), business, mis or related	60.0	INDIA	TEXAS	161782.0	161782.0	0
29	0	2694	3	law	0.0	CHINA	NEW YORK	161699.0	161699.0	5
54	0	146	3	medicine	0.0	MALAYSIA	ARIZONA	160943.0	290000.0	1
38	0	146	3	medicine	0.0	INDIA	ARIZONA	160943.0	210000.0	1
32	1	146	3	medicine	0.0	INDIA	ARIZONA	160280.0	180000.0	1
28	1	2287	3	law	0.0	CHINA	DISTRICT OF COLUMBIA	159786.0	160000.0	5
44	0	2075	1	computer science, or related field	96.0	RUSSIA	CALIFORNIA	159390.0	240000.0	0
33	0	373	1	engineering	120.0	UNITED KINGDOM	CALIFORNIA	159390.0	185000.0	0
28	0	2352	3	law	12.0	CHINA	CALIFORNIA	156312.0	156312.0	5
30	1	8	0	computer science	36.0	ROMANIA	CALIFORNIA	155308.0	169000.0	0
27	1	8	0	computer science	48.0	INDIA	CALIFORNIA	154304.0	155000.0	0
29	0	1	0	comp. sci., comp. eng., systems eng., or a related field	24.0	CANADA	CALIFORNIA	152901.0	165000.0	0
27	0	10	0	comp sci, engineering, math, physics or related field	24.0	INDIA	CALIFORNIA	152901.0	152901.0	0
48	0	61	1	engineering, computer science, computer engineering, or related field	96.0	INDIA	CALIFORNIA	152776.0	260000.0	0
30	0	1	2	computer science, engineering, or related field	12.0	JAPAN	CALIFORNIA	152776.0	165930.0	0
29	0	317	1	computer engineering, computer science, electrical engineering or related field	60.0	EGYPT	CALIFORNIA	152776.0	165000.0	0
29	0	353	1	computer engineering, computer science, or computer information systems	0.0	INDIA	CALIFORNIA	152776.0	164808.0	0
27	0	10	0	comp sci, engineering, math, physics or related field	48.0	CHINA	CALIFORNIA	152776.0	155000.0	0
27	3	10	0	comp sci, engineering, math, physics, or related field	60.0	CHINA	CALIFORNIA	152776.0	155000.0	0
27	0	2873	1	cs, computer engineering, cs & engineering or related field	60.0	INDIA	CALIFORNIA	152776.0	154999.92	0
27	0	834	1	computer engineering or equivalent	60.0	CANADA	CALIFORNIA	152776.0	153000.0	0
27	0	108	1	computer science, computer engineering, information technology, or a related field	60.0	INDIA	CALIFORNIA	152776.0	152777.0	0
27	0	1157	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	177	1	bus administration	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	14	1	electronic eng, computer science or related field	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	12	1	computer science or related field	0.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	120	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	120	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	120	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	349	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	177	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	120	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	120	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	614	1	computer engineering	0.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	349	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	120	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	640	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	364	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	1185	0	computer science, electrical eng'g, or related technical field	72.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	2	364	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	3	2750	0	computer science	72.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	449	1	computer science	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	14	1	computer engineering or related field	0.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	295	1	engineering	96.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	0	37	1	comp. sci., engin,(any), business, math, physics, or rel technical field	60.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	3	14	1	computer science or related field	0.0	INDIA	CALIFORNIA	152776.0	152776.0	0
27	1	2887	3		0.0	CHINA	NEW YORK	151674.0	151674.0	5
42	1	1042	3	medicine	0.0	INDIA	PENNSYLVANIA	150440.0	227000.0	1
42	1	1042	3	medicine	0.0	INDIA	PENNSYLVANIA	150440.0	227000.0	1
26	2	58	0	computer science, engineering (any), it, business or related	0.0	INDIA	NEW JERSEY	149157.0	149157.0	0
26	0	58	0	computer science, engineering (any), it, business or related	0.0	INDIA	NEW JERSEY	149157.0	149157.0	0
26	0	58	0	computer science, engineering (any), it, business or related	0.0	NEW ZEALAND	NEW JERSEY	149157.0	149157.0	0
26	0	58	0	computer science, engineering (any), it, business or related	0.0	INDIA	NEW JERSEY	149157.0	149157.0	0
26	0	58	0	computer science, engineering (any), it, business or related	0.0	INDIA	NEW JERSEY	149157.0	149157.0	0
26	0	58	0	computer science, engineering (any), it, business or related	0.0	INDIA	NEW JERSEY	149157.0	149157.0	0
26	0	58	0	computer science, engineering (any), it, business or related	0.0	INDIA	NEW JERSEY	149157.0	149157.0	0
34	0	41	1	computer science, electrical engineering, computer engineering, or a related field	120.0	INDIA	CALIFORNIA	148803.0	190000.0	0
31	0	94	1	comp. sci., comp. eng., mechanical eng., electrical/electronic eng. or closely rel. field	60.0	CHINA	CALIFORNIA	148803.0	175000.0	0
29	0	108	1	computer science	72.0	SOUTH KOREA	CALIFORNIA	148803.0	165000.0	0
28	0	1986	4		84.0	PAKISTAN	CALIFORNIA	148803.0	158000.0	0
28	0	1	0	comp. sci., elec. eng., or a related field	36.0	INDIA	CALIFORNIA	148803.0	156000.0	0
27	0	1092	0	computer science	0.0	INDIA	CALIFORNIA	148803.0	155000.0	0
27	0	14	0	computer science or related field	0.0	INDIA	CALIFORNIA	148803.0	155000.0	0
27	0	2	0	elec. &/or comp. eng., or scie., or related scie., or engr. discipline	36.0	INDIA	CALIFORNIA	148803.0	152000.0	0
27	0	2	0	elect/elec. &/or comp. eng., or scie., or rltd scie., or engr. disc	36.0	CHINA	CALIFORNIA	148803.0	152000.0	0
26	0	2	1	elect/elec. &/or comp. eng., or scie., or rltd scie., or engr. disc	60.0	CANADA	CALIFORNIA	148803.0	150000.0	0
26	0	2	1	elec. &/or comp. eng., or scie., or related scie., or engr. discipline	60.0	NORWAY	CALIFORNIA	148803.0	150000.0	0
26	0	2	1	elect/elec. &/or comp. eng., or sci., or rltd sci., or eng. disc	60.0	INDIA	CALIFORNIA	148803.0	150000.0	0
26	3	2	0	elect/elec. and/or comp. eng., or scie., or related scie., or engr. discipline	36.0	FRANCE	CALIFORNIA	148803.0	150000.0	0
26	0	108	0	computer science	48.0	INDIA	CALIFORNIA	148803.0	150000.0	0
26	0	41	1	computer engineering, computer science, or a related field	72.0	INDIA	CALIFORNIA	148803.0	148804.0	0
26	0	0	1	computer engg./science, electronics and comm. engg., or rel. field	60.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	0	0	1	computer science, computer engg., electrical engg., or related field	60.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	0	1	1	computer science, engineering, or a related field	60.0	POLAND	CALIFORNIA	148803.0	148803.0	0
26	0	2242	1	computer science	60.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	3	572	0	computer science or related	60.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	0	572	0	computer science or related	60.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	0	190	0	computer science	60.0	CHINA	CALIFORNIA	148803.0	148803.0	0
26	0	777	1	electronic engineering	0.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	0	2256	1	computer engineering	60.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	0	284	1	computer engineering	0.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	0	37	1	comp sci., engin (any), business, math, physics, or rel tech field	60.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	0	37	1	comp. sci., engin,(any), business, math, physics, or related technical field	60.0	INDIA	CALIFORNIA	148803.0	148803.0	0
26	3	14	1	comp sci, comp eng, software eng or related field	0.0	KUWAIT	CALIFORNIA	148803.0	148803.0	0
26	3	190	0	computer engineering	48.0	INDIA	CALIFORNIA	148803.0	148803.0	0
32	0	14	5	computer information systems, computer science or in a related field	84.0	AUSTRALIA	CALIFORNIA	148265.0	180000.0	0
26	1	2391	3	law	0.0	CANADA	FLORIDA	148054.0	148054.0	5
36	1	383	3	medicine	0.0	INDIA	NEW MEXICO	147520.0	198000.0	1
31	1	383	3	medicine/pathology	0.0	CANADA	NEW MEXICO	147520.0	173000.0	1
36	0	1	1	computer science or related field	0.0	ISRAEL	CALIFORNIA	147472.0	198900.0	0
28	0	1	1	computer science, electrical engineering	0.0	IRELAND	CALIFORNIA	147472.0	160000.0	0
27	0	606	0	computer science	0.0	INDIA	CALIFORNIA	147472.0	152134.0	0
27	3	777	1	computer science, engineering, or related field	84.0	INDIA	CALIFORNIA	147472.0	150696.0	0
27	1	17	0	computer science, computer engineering, electrical engineering, or related	0.0	INDIA	CALIFORNIA	147472.0	150176.0	0
26	0	233	1	computer science	0.0	INDIA	CALIFORNIA	147472.0	147500.0	0
26	2	2273	0	electrical engineering	96.0	INDIA	CALIFORNIA	147472.0	147472.0	0
26	1	768	1	cs, comp. eng'g, comp. sys. eng'g, info. technology, or closely-related	0.0	MEXICO	CALIFORNIA	147472.0	147472.0	0
26	2	1003	1	comp sci. comp engineering or closely related field	0.0	RUSSIA	CALIFORNIA	147472.0	147472.0	0
26	2	23	1	computer eng, eng, or related	0.0	INDIA	CALIFORNIA	147472.0	147472.0	0
26	0	621	1	engineering, computer science or related field	0.0	INDIA	CALIFORNIA	147472.0	147472.0	0
26	0	1550	1	computer science, computer engineering, or closely-related field	0.0	CANADA	CALIFORNIA	147472.0	147472.0	0
26	0	14	1	computer eng, electrical eng, computer science, or a related field	0.0	CHINA	CALIFORNIA	145392.0	150000.0	0
26	3	951	0	software engineering	60.0	INDIA	MARYLAND	145392.0	145392.0	0
26	0	951	0	software engineering	60.0	INDIA	MARYLAND	145392.0	145392.0	0
33	1	1530	3	law	36.0	TAIWAN	CALIFORNIA	145018.0	185000.0	5
41	0	113	3	medicine or osteopathy	0.0	MEXICO	TEXAS	144730.0	224000.0	1
39	0	1	1	computer science, electrical engineering, or a related field	0.0	SOUTH KOREA	CALIFORNIA	144206.0	213200.0	0
34	0	10	0	computer science, engineering,  mathematics, or related  field	60.0	BULGARIA	CALIFORNIA	144206.0	185053.0	0
33	0	1	0	computer science, electrical engineering, or a related field	72.0	FRANCE	CALIFORNIA	144206.0	183500.0	0
32	0	1982	1	computer engineering or a related field	60.0	INDIA	CALIFORNIA	144206.0	180000.0	0
31	0	284	1	computer science	0.0	CANADA	CALIFORNIA	144206.0	175000.0	0
30	0	32	1	electronic engineering, computer science or related field	84.0	INDIA	CALIFORNIA	144206.0	170000.0	0
30	1	1191	1	computer science; computer engineering	0.0	INDIA	CALIFORNIA	144206.0	166000.0	0
29	1	1	0	computer science or a related field	0.0	TAIWAN	CALIFORNIA	144206.0	165000.0	0
29	1	321	0	computer science, computer engineering, or a related field	60.0	CHINA	CALIFORNIA	144206.0	165000.0	0
29	1	68	0	computer science, software engineering, electrical engineering or related field	48.0	INDIA	CALIFORNIA	144206.0	161661.0	0
28	0	1	1	computer science, computer engineering, or a related field	0.0	CANADA	CALIFORNIA	144206.0	160000.0	0
27	1	68	1	computer science, software engineering, electrical engineering, or related	60.0	INDIA	CALIFORNIA	144206.0	155000.0	0
27	1	2086	1	electronic engineering or related field	84.0	INDIA	CALIFORNIA	144206.0	155000.0	0
27	0	261	1	computer science, engineering, or a related field	60.0	INDIA	CALIFORNIA	144206.0	155000.0	0
26	0	284	1	computer science	0.0	INDIA	CALIFORNIA	144206.0	150000.0	0
26	0	32	1	computer science or related field	84.0	BRAZIL	CALIFORNIA	144206.0	150000.0	0
26	0	32	0	computer engineering, computer science or related field	60.0	CHINA	CALIFORNIA	144206.0	150000.0	0
26	0	2	0	elec&comp/elect/comp engr, or scie, or reld scie, or engr disc	36.0	CHINA	CALIFORNIA	144206.0	150000.0	0
26	0	17	1	electrical eng., computer eng., computer science, or related	0.0	INDIA	CALIFORNIA	144206.0	147742.4	0
25	1	2701	1	computer science	60.0	INDIA	CALIFORNIA	144206.0	145000.0	0
25	1	419	1	comp. sci., computer info. systems, information tech., or related field	60.0	INDIA	CALIFORNIA	144206.0	145000.0	0
25	0	1514	0	computer science	48.0	INDIA	CALIFORNIA	144206.0	145000.0	0
25	1	1168	1	computer science, computer engineering or related	96.0	INDIA	CALIFORNIA	144206.0	145000.0	0
25	0	826	0	electrical engineering, computer engineering, computer science, or related field (or foreign equiv)	60.0	INDIA	CALIFORNIA	144206.0	145000.0	0
25	0	39	0	computer science	60.0	ARMENIA	CALIFORNIA	144206.0	144300.0	0
25	0	2417	1	computer science	60.0	INDIA	CALIFORNIA	144206.0	144210.0	0
25	0	19	1	computer science/ eng or related discipline	72.0	CHINA	CALIFORNIA	144206.0	144208.0	0
25	1	321	0	computer science, software engineering, or a related field	36.0	INDIA	CALIFORNIA	144206.0	144207.0	0
25	1	398	2	computer science, engineering, or a related field	0.0	SOUTH KOREA	CALIFORNIA	144206.0	144207.0	0
25	0	17	1	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	144206.0	144206.4	0
25	1	2440	1	computer science, computer information systems, or electrical engg	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	1	68	0	computer science, computer engineering, electrical engineering, or related field	48.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	14	1	computer sci, electronic eng, information sys or related field	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	403	0	computer engineering	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	1	1191	1	computer science or engineering	0.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	1	17	1	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	2	1	elec. &/or comp. eng., or scie., or related scie., or engr. discipline	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	2	1	elect./elec./comp. eng., or scie., or related scie., or engr. discipline	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	874	1	computer science, electrical engineering, or a related field	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	1	559	1	computer science, engineering or a related field	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	559	1	computer science, engineering or a related field	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	1	559	1	computer science, engineering or a related field	60.0	BELARUS	CALIFORNIA	144206.0	144206.0	0
25	0	14	1	any	60.0	CANADA	CALIFORNIA	144206.0	144206.0	0
25	0	701	1	computer science/engineering/related field	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	701	1	computer science/engineering/related field	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	14	1	computer science, electrical engineering, or related field	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	295	1	computer science, electrical engineering, information technology & engineering or related field	96.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	1306	1	electrical engineering or related	60.0	CANADA	CALIFORNIA	144206.0	144206.0	0
25	0	12	1	computer science, engineering (any) or related field	0.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	2	1	elect &/or elec &/or comp eng &/or sci or related eng or sci discipline	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	2675	1	computer science, computer engineering or a related field	60.0	RUSSIA	CALIFORNIA	144206.0	144206.0	0
25	0	545	0	computer science, engineering, or a related technical field	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	740	1	comp. science, info. tech., electronics & communication eng., or related	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	17	1	electrical eng., computer eng., computer science, or related	0.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	17	1	electrical eng., computer eng., computer science, or related	0.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	2	1	elect/elec/comp. eng., or scie., or related scie., or engr. discipline	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	0	2	1	elect/elec and/or comp. eng., or scie., or related scie., or engr. discipline	60.0	INDIA	CALIFORNIA	144206.0	144206.0	0
25	2	23	1	computer science, computer eng, or related	0.0	CHINA	CALIFORNIA	142875.0	142875.0	0
26	0	14	1	electrical eng, computer eng, computer sci or related field	60.0	CANADA	CALIFORNIA	142667.0	150000.0	0
25	0	1294	0	computer science or related field	24.0	INDIA	CALIFORNIA	141856.0	141856.0	2
25	0	2376	0	computer science	60.0	INDIA	CALIFORNIA	141003.0	142000.0	0
25	3	2087	0	business administration	12.0	CANADA	CALIFORNIA	140920.0	140920.0	7
41	1	86	3	medicine	0.0	COLOMBIA	FLORIDA	140900.0	223364.92	1
25	1	86	3	dentistry	0.0	INDIA	FLORIDA	140900.0	144934.0	1
30	0	8	0	computer science	24.0	INDIA	CALIFORNIA	140005.0	170000.0	0
24	0	2504	1	computer science, electrical engineering, software engineering	0.0	CANADA	ALABAMA	139776.0	139776.0	0
24	1	2603	3	law	0.0	IRAN	CALIFORNIA	139443.0	140000.0	5
24	1	1038	3	internal medicine (pulmonary and critical care)	0.0	GUATEMALA	TEXAS	138990.0	140000.0	1
24	0	73	0	computer science, engineering (any), business, mis or related	24.0	INDIA	TEXAS	138819.0	138819.0	0
24	0	73	0	computer science, engineering (any), business, mis or related	24.0	INDIA	TEXAS	138819.0	138819.0	0
24	0	73	0	computer science, engineering (any), business, mis or related	24.0	INDIA	TEXAS	138819.0	138819.0	0
24	0	73	0	computer science, engineering (any), business, mis or related	24.0	INDIA	TEXAS	138819.0	138819.0	0
24	0	73	0	computer science, engineering (any), business, mis or related	24.0	INDIA	TEXAS	138819.0	138819.0	0
24	0	73	0	computer science, engineering (any), business, mis or related	24.0	INDIA	TEXAS	138819.0	138819.0	0
24	0	181	1	computers	60.0	INDIA	NEW JERSEY	138590.0	139000.0	0
27	1	396	3	medicine	0.0	THAILAND	COLORADO	137057.0	150380.0	1
24	1	396	3	dental surgery or dental medicine	0.0	INDIA	COLORADO	137057.0	140000.0	1
24	1	2885	1	engineering	60.0	CANADA	ARIZONA	136885.0	137500.0	0
24	0	2556	0	finance	12.0	VENEZUELA	TEXAS	135824.0	135824.0	2
27	0	552	3	medicine	0.0	EGYPT	NEW HAMPSHIRE	135460.0	155000.0	1
23	3	502	0	computer science	60.0	INDIA	CALIFORNIA	134837.0	134837.0	0
23	1	112	3	business, economics or related field	0.0	SOUTH KOREA	NEW YORK	134714.0	134714.0	1
23	1	112	3		0.0	CHINA	NEW YORK	134714.0	134714.0	1
23	1	112	2	business, management, or related field	0.0	INDIA	NEW YORK	134714.0	134714.0	1
23	1	112	3	accounting	0.0	CHINA	NEW YORK	134714.0	134714.0	1
23	1	112	2	finance or related field	0.0	ISRAEL	NEW YORK	134714.0	134714.0	1
31	0	1710	1	computer science, information technology	60.0	PAKISTAN	CALIFORNIA	134638.0	175000.0	0
31	3	891	1	engineering or related	72.0	INDIA	CALIFORNIA	134638.0	175000.0	0
30	0	313	1	computer science, engineering, or related	72.0	JAPAN	CALIFORNIA	134638.0	170000.0	0
30	0	4	1	comp sci, comp sw, comp eng, app sci, math, physics, or related field	60.0	CANADA	CALIFORNIA	134638.0	170000.0	0
29	3	2683	1	information technology, comp science, or related	60.0	INDIA	CALIFORNIA	134638.0	165000.0	0
28	0	8	0	computer science	60.0	DENMARK	CALIFORNIA	134638.0	160000.0	0
27	0	4	1	comp sci, comp sw, comp eng, app sci, math, physics or related field	60.0	CANADA	CALIFORNIA	134638.0	152288.51	0
26	1	117	0	computer science, computer engineering, engineering or related field	36.0	INDIA	CALIFORNIA	134638.0	150000.0	0
26	0	8	4		96.0	SPAIN	CALIFORNIA	134638.0	150000.0	0
24	0	978	1	computer science, engineering, or a related field	48.0	CANADA	CALIFORNIA	134638.0	140000.0	0
23	0	313	1	engineering, computer science, or related	60.0	CHINA	CALIFORNIA	134638.0	135000.0	0
23	0	551	0	computer science	24.0	CHINA	CALIFORNIA	134638.0	135000.0	0
23	0	1688	1	computer science, engineering, or related	60.0	INDIA	CALIFORNIA	134638.0	134640.0	0
23	0	1158	1	comp sci, comp eng, or related field	60.0	CANADA	CALIFORNIA	134638.0	134638.0	0
23	0	1868	1	computer science, *	0.0	CANADA	CALIFORNIA	134638.0	134638.0	0
23	0	1892	1	computer science or related field	60.0	UNITED KINGDOM	CALIFORNIA	134638.0	134638.0	0
23	0	893	1	information technology	60.0	INDIA	CALIFORNIA	134638.0	134638.0	0
23	0	1502	1	computer science, electrical and electronics engineering, or a related field	60.0	INDIA	CALIFORNIA	134638.0	134638.0	0
23	0	618	1	computer science, engineering (any field), or related	60.0	CHINA	CALIFORNIA	134638.0	134638.0	0
23	0	540	1	computer science, engineering, electrical engineering, electronics engineering, or a related field	60.0	INDIA	CALIFORNIA	134638.0	134638.0	0
23	3	590	0	computer science or related	48.0	CANADA	CALIFORNIA	134638.0	134638.0	0
23	0	590	0	computer science or related	48.0	INDIA	CALIFORNIA	134638.0	134638.0	0
23	0	590	0	computer science or related	48.0	CANADA	CALIFORNIA	134638.0	134638.0	0
23	0	2827	0	computer science	0.0	INDIA	CALIFORNIA	134638.0	134638.0	0
23	3	1071	1	computer engineering	0.0	INDIA	CALIFORNIA	134638.0	134638.0	0
23	0	1071	1	computer engineering	0.0	INDIA	CALIFORNIA	134638.0	134638.0	0
23	0	893	1	computer science	60.0	INDIA	CALIFORNIA	134638.0	134638.0	0
23	0	759	1	computer science	60.0	INDIA	CALIFORNIA	134638.0	134638.0	0
23	0	978	1	computer science, engineering, or a related field	60.0	TURKEY	CALIFORNIA	134638.0	134638.0	0
23	3	1508	0	computer science, engineering, or a related technical field	60.0	INDIA	CALIFORNIA	134638.0	134638.0	0
54	1	61	1	electrical engineering, computer engineering, or related field	60.0	INDIA	CALIFORNIA	134534.0	290000.0	0
44	1	61	1	electronic engineering, computer science, computer engineering, or related field	60.0	INDIA	CALIFORNIA	134534.0	240000.0	0
42	0	61	1	computer information systems, computer science, or related field	60.0	INDIA	CALIFORNIA	134534.0	230000.0	0
40	1	61	1	computer engineering, information technology, computer science, or related field	60.0	INDIA	CALIFORNIA	134534.0	220000.0	0
40	1	61	1	computer science, management information systems, or related field	60.0	CANADA	CALIFORNIA	134534.0	220000.0	0
