PAID_WAGE_PER_YEAR_Binned	CASE_STATUS	EMPLOYER_NAME	EDUCATION_LEVEL_REQUIRED	COLLEGE_MAJOR_REQUIRED	EXPERIENCE_REQUIRED_NUM_MONTHS	COUNTRY_OF_CITIZENSHIP	WORK_STATE	PREVAILING_WAGE_PER_YEAR	PAID_WAGE_PER_YEAR	JOB_TITLE_SUBGROUP
15	0	541	0	computer science	12.0	INDIA	KANSAS	90168.0	90300.0	0
15	0	447	0	computer science	0.0	INDIA	KANSAS	90168.0	90168.0	0
15	0	447	0	computer science	0.0	INDIA	KANSAS	90168.0	90168.0	0
15	0	447	0	computer science	0.0	INDIA	KANSAS	90168.0	90168.0	0
15	0	447	0	computer science	0.0	INDIA	KANSAS	90168.0	90168.0	0
15	1	0	0	computer science/engineering, electronic engineering or rel. field	36.0	INDIA	CALIFORNIA	90153.0	90153.0	2
15	1	0	1	electronics engineering, computer science, computer engineering or rel. field	60.0	INDIA	CALIFORNIA	90153.0	90153.0	2
15	2	862	0	information technology	36.0	INDIA	CALIFORNIA	90147.0	90147.0	2
15	3	1052	0	computer science	0.0	INDIA	MICHIGAN	90064.0	90064.0	2
16	0	825	0	business administration	36.0	INDIA	CALIFORNIA	90043.0	100000.0	4
15	1	1946	0	computer science/engineering	24.0	INDIA	NEW JERSEY	90002.0	90002.0	0
14	0	1954	1	comp. sci., comp. prog., info. tech., engg., or related	0.0	INDIA	ILLINOIS	90000.0	90000.0	0
14	0	318	2	electrical engineering	0.0	INDIA	RHODE ISLAND	90000.0	90000.0	1
16	1	2843	3	computer science or computer science engineering	12.0	CHINA	ILLINOIS	89981.0	100000.0	0
14	2	264	0	any engg, cs rel, business, math or related	6.0	INDIA	ILLINOIS	89981.0	90000.0	0
14	1	154	0	computer science, cis, mis, or a related field	6.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	1	154	0	computer science, cis, mis, or a related field	12.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	1	154	0	computer science, cis, mis, or a related field	24.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	3	154	0	computer science, engineering, cis, mis, or a related field	24.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	1	1834	0	computer science, electrical/electronics engr.,cis,mis,or a related field	24.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	1	154	0	computer science,electrical/electronics engr.,cis,mis,or a related field	24.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	1	154	0	computer science,electrical/electronics engr.,cis,mis,or a related field	24.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	1	154	0	computer science,electrical/electronics engr.,cis,mis,or a related field	12.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	0	154	0	comp.science,electrical/electronics engineering,cis,mis,or a related field	12.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	1	154	0	computer science, engineering, cis, mis, or a related field	12.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	0	154	0	computer science, engineering, cis, mis, or a related field	24.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	0	764	1	computer science, engineering, or related	0.0	INDIA	ILLINOIS	89981.0	89981.0	0
14	0	986	1	computer science, computer information systems/technology, or engineering	0.0	INDIA	ILLINOIS	89981.0	89981.0	0
17	0	1	1	computer science or a related field	0.0	INDIA	CALIFORNIA	89960.0	105000.0	0
17	3	1	1	computer science, computer engineering, or a related field	0.0	ROMANIA	CALIFORNIA	89960.0	101000.0	0
16	0	1	1	computer science or a related field	0.0	CHINA	CALIFORNIA	89960.0	100000.0	0
14	0	19	1	comp sci/eng or related	0.0	INDIA	CALIFORNIA	89960.0	90000.0	0
14	1	2492	1	electrical engineering	0.0	CHINA	CALIFORNIA	89960.0	89960.0	0
16	2	2925	1	computer science, engineering, related field	60.0	CANADA	FLORIDA	89856.0	98400.0	0
14	0	576	1	computer science	0.0	INDIA	FLORIDA	89856.0	89856.0	0
15	0	153	1	computer science, mathematics, mechanical engineering or electrical engineering	0.0	INDIA	OHIO	89783.0	91520.0	0
14	0	2375	0	computer science	0.0	INDIA	CALIFORNIA	89773.0	89773.0	4
14	2	1210	0	computer science or related	0.0	INDIA	NEW JERSEY	89731.0	90000.0	0
14	3	458	0	computer science, engineering or related	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	15	0	engineering, technology, or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	15	0	computer applications/engg./science or any related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	2	44	0	science, technology, business administration engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	1177	0	engg, comp sci, or info systems	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	2	15	0	technology, engineering, science or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	15	0	technology, engineering, science or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	15	0	computer applications/science/engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	15	0	engineerin/ technology or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	2	15	0	computer applications/science/engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	15	0	computer applications/ science/engineering, or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	595	0	cs, engg, math or business admin	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	1177	0	engg, comp sci, or info systems	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	44	0	science, technology, business administration, engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	15	0	computer applications/engg./science or any related field	0.0	NEPAL	NEW JERSEY	89731.0	89731.0	0
14	1	15	0	technology, engineering, science or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	2	15	0	computer applications/science/engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	458	0	computer science, engineering, or related	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	44	0	science, technology, business administration engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	2	44	0	science, business administration, engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	2	15	0	engineering/ technology or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	15	0	computer applications/science/engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	15	0	computer applications/science/engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	15	0	computer applications/science/engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	15	0	computer applications/science/engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	44	0	science, technology, business administration engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	44	0	science, technology, business administration engineering or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	15	0	computer applications/ science/engineering, or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	0	15	0	computer applications/ science/engineering, or related field	0.0	INDIA	NEW JERSEY	89731.0	89731.0	0
14	1	549	0	comp sci, info sys, bus admin, or engg	0.0	INDIA	NEW JERSEY	89731.0	89731.0	4
14	1	549	0	comp sci, info sys, bus admin, or engg	0.0	INDIA	NEW JERSEY	89731.0	89731.0	4
14	3	546	2	management	0.0	CHILE	MONTANA	89700.0	89700.0	1
14	0	747	0	science/computer/engineering/busn admn/it	0.0	INDIA	VIRGINIA	89669.0	90000.0	0
14	0	747	0	sc/computer/engineering/busn admn/it	0.0	INDIA	VIRGINIA	89669.0	90000.0	0
14	3	290	0	comp. sci., elec. eng., math or closely related	0.0	LEBANON	VIRGINIA	89669.0	89669.0	0
14	0	307	0	computer science	6.0	INDIA	VIRGINIA	89669.0	89669.0	0
14	0	307	0	computer science	6.0	INDIA	VIRGINIA	89669.0	89669.0	0
14	0	949	0	computer science, engineering or related	12.0	INDIA	VIRGINIA	89669.0	89669.0	0
14	0	495	0	computer science, engineering or related field	0.0	INDIA	DISTRICT OF COLUMBIA	89669.0	89669.0	0
14	0	949	0	computer science, engineering, or related	12.0	INDIA	VIRGINIA	89669.0	89669.0	0
14	0	495	0	computer science, engineering, or related field	0.0	INDIA	DISTRICT OF COLUMBIA	89669.0	89669.0	0
14	0	495	0	computer science, engginering or related field	0.0	INDIA	DISTRICT OF COLUMBIA	89669.0	89669.0	0
14	3	495	0	computer science, engineering, related field	0.0	INDIA	DISTRICT OF COLUMBIA	89669.0	89669.0	0
14	3	983	0	engineering	24.0	INDIA	VIRGINIA	89669.0	89669.0	0
15	0	1079	0	industrial engineering	0.0	INDIA	MISSOURI	89627.0	90200.0	2
16	0	20	1	computer science	0.0	INDIA	NORTH CAROLINA	89562.0	95800.0	0
14	0	20	1	computer science	0.0	INDIA	NORTH CAROLINA	89562.0	90000.0	0
31	0	248	3	medicine	0.0	COLOMBIA	FLORIDA	89560.0	175000.0	1
16	1	2350	0	computer science	6.0	BELARUS	CALIFORNIA	89502.0	100000.0	0
16	0	613	0	computer science	24.0	INDONESIA	CALIFORNIA	89502.0	95940.0	0
15	1	392	0	engineering	24.0	INDIA	CALIFORNIA	89502.0	95000.0	0
15	1	392	0	electrical engineering	24.0	GERMANY	CALIFORNIA	89502.0	95000.0	0
15	0	195	0	elect/elec and/or comp eng, or scie, or reltd scie, or eng. discip	12.0	INDIA	NEW JERSEY	89502.0	95000.0	0
15	0	2604	0	chem eng, mech eng, elec eng, cs, math, physics, or rltd	12.0	MOROCCO	CALIFORNIA	89502.0	92500.0	0
14	1	392	0	computer science	24.0	INDIA	CALIFORNIA	89502.0	90000.0	0
14	1	2188	0	computer science/engineering or related technical field	24.0	INDIA	CALIFORNIA	89502.0	90000.0	0
14	3	2182	0	computer science	12.0	INDIA	CALIFORNIA	89502.0	90000.0	0
14	0	60	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	2	180	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	60	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	79	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	2	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	2	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	2	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	79	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	2	391	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	2	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	28	0	computer information systems	0.0	RUSSIA	CALIFORNIA	89502.0	89502.0	0
14	1	180	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	79	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	1081	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	2202	0	computer science, computer applications, engineering or related	24.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	34	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	2	83	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	164	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	310	0	computer science or related	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	60	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	1	180	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	274	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	2	164	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	164	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	3	164	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	79	0	computer science	0.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	23	0	computer science, engineering, or related	0.0	CHINA	CALIFORNIA	89502.0	89502.0	0
14	0	1137	0	science or equi	24.0	INDIA	CALIFORNIA	89502.0	89502.0	0
14	0	291	1	business adminstration	0.0	INDIA	NEW YORK	89502.0	89502.0	0
14	0	584	0	electrical and/or computer engineering, computer science or related field	0.0	INDIA	ILLINOIS	89411.0	90000.0	0
14	3	718	1	computer science	60.0	INDIA	ILLINOIS	89411.0	89411.0	0
29	0	1	0	computer science or related field	0.0	BRAZIL	NEW YORK	89378.0	162000.0	0
27	1	4	0	comp sci, comp sw, comp eng, app sci, math, physics, or related field	24.0	ISRAEL	NEW YORK	89378.0	150902.0	0
25	1	358	0	cs, cis, mis, engineering (any), math, or related	0.0	INDIA	NEW YORK	89378.0	144000.0	2
23	0	1	0	computer science, electrical engineering, or a related field	0.0	CZECH REPUBLIC	NEW YORK	89378.0	135000.0	0
23	0	1	0	computer science, mathematics, or a related field	0.0	GERMANY	NEW YORK	89378.0	130200.0	0
22	0	1	0	computer science or a related field	0.0	CHINA	NEW YORK	89378.0	127000.0	0
21	0	10	0	computer science, engineering, math., physics, or related field	24.0	CHINA	NEW YORK	89378.0	125000.0	0
21	0	8	1	computer science	60.0	INDIA	CALIFORNIA	89378.0	125000.0	0
21	0	1973	0	comp sci, statistics, physics, engineering (any), or rel. quant. field	24.0	TURKEY	NEW YORK	89378.0	125000.0	6
21	0	131	0	computer science, information systems, any engineering, or related field	24.0	INDIA	NEW JERSEY	89378.0	123000.0	0
20	2	668	1	computer science	24.0	SOUTH AFRICA	NEW YORK	89378.0	120000.0	0
20	1	1792	0	computer science or computer engineering	24.0	INDIA	NEW JERSEY	89378.0	120000.0	0
20	1	99	0	computer engineering	12.0	TURKEY	NEW YORK	89378.0	120000.0	0
19	1	985	0	software engineering	24.0	INDIA	NEW YORK	89378.0	115000.0	0
19	0	1	0	computer science, electrical engineering, or a related field	12.0	CHINA	NEW YORK	89378.0	115000.0	0
19	0	257	1	comp sci, comp eng, foreign equiv, or rltd	0.0	INDIA	NEW YORK	89378.0	115000.0	2
19	0	1968	0	computer science	24.0	CHINA	NEW YORK	89378.0	111000.0	0
18	0	1	0	computer science, information systems, or a related field	0.0	CHINA	NEW YORK	89378.0	110000.0	0
18	1	28	0	computer information systems	0.0	UKRAINE	NEW YORK	89378.0	110000.0	0
18	1	99	0	computer applications	12.0	INDIA	NEW YORK	89378.0	110000.0	0
18	1	99	0	telecommunication engineering	12.0	INDIA	NEW YORK	89378.0	110000.0	0
18	1	99	0	computer engineering	12.0	INDIA	NEW YORK	89378.0	110000.0	0
18	0	1	1	computer science, engineering, or a related field	0.0	POLAND	NEW YORK	89378.0	110000.0	0
18	0	4	0	comp sci, comp sw, comp eng, app sci, math, physics, or related field	24.0	CHINA	NEW YORK	89378.0	110000.0	0
18	0	196	1	computer science, electrical engineering, mathematics, or closely-related	0.0	CANADA	NEW YORK	89378.0	110000.0	0
18	1	131	0	computer science, information technology, business, or related field	12.0	INDIA	NEW JERSEY	89378.0	106000.0	0
17	0	1	0	computer science or related field	0.0	BRAZIL	NEW YORK	89378.0	105000.0	0
17	1	1	0	computer science or a related field	0.0	CHINA	NEW YORK	89378.0	105000.0	0
17	1	266	0	computer science or related field	0.0	INDIA	NEW YORK	89378.0	105000.0	0
17	1	1	0	computer science or a related field	0.0	CHINA	NEW YORK	89378.0	105000.0	0
17	1	990	0	computer science or related	12.0	INDIA	NEW YORK	89378.0	105000.0	0
17	0	2891	0	computer science or computer engineering	24.0	VENEZUELA	NEW YORK	89378.0	105000.0	0
17	0	1	0	computer science, engineering, or a related field	0.0	ROMANIA	NEW YORK	89378.0	105000.0	0
17	0	196	1	computer science, electrical engineering, mathematics, or closely-related	0.0	CANADA	NEW YORK	89378.0	104500.0	0
17	0	1	0	computer science, information technology, or a related field	24.0	PORTUGAL	NEW YORK	89378.0	101000.0	0
16	3	1510	0	telecommunication, networking or related engineering field in it	0.0	INDIA	NEW YORK	89378.0	100000.0	0
16	0	196	1	computer science, electrical engineering, mathematics, or closely-related	0.0	BULGARIA	NEW YORK	89378.0	100000.0	0
15	1	99	0	computer applications	12.0	INDIA	NEW YORK	89378.0	95000.0	0
15	0	2369	0	computer information systems	0.0	BULGARIA	CALIFORNIA	89378.0	91848.0	0
15	0	809	0	computer science or engineering	24.0	INDIA	NEW YORK	89378.0	90055.0	0
14	1	990	0	computer science or related	24.0	SWEDEN	NEW YORK	89378.0	90000.0	0
14	0	405	0	computer science, computer engineering, or electric engineering	0.0	INDIA	NEW YORK	89378.0	90000.0	0
14	0	405	0	computer science, computer engineering, or electrical engineering	0.0	INDIA	NEW YORK	89378.0	90000.0	0
14	0	405	0	computer science, computer engineering, or electrical engineering	0.0	CHINA	NEW YORK	89378.0	90000.0	0
14	0	405	0	computer science, computer engineering, electrical engineering	0.0	CHINA	NEW YORK	89378.0	90000.0	0
14	0	262	5	any related field	36.0	INDIA	NEW JERSEY	89378.0	89378.0	0
14	0	2237	0	computer science	0.0	INDIA	NEW JERSEY	89378.0	89378.0	0
14	0	28	0	information technology	0.0	BELARUS	NEW YORK	89378.0	89378.0	0
14	2	823	0	computer science or info tech of equiv	24.0	RUSSIA	NEW YORK	89378.0	89378.0	0
14	1	26	1	computer science, engineering (any), information technology, computer information systems	24.0	INDIA	NEW JERSEY	89378.0	89378.0	0
14	1	1790	0	science, technology, engineering	0.0	INDIA	NEW JERSEY	89378.0	89378.0	0
14	1	884	0	mechanical engineering	12.0	INDIA	NEW YORK	89378.0	89378.0	0
14	0	337	0	computer science	6.0	INDIA	NEW JERSEY	89378.0	89378.0	0
14	1	1499	0	computer science	6.0	INDIA	NEW YORK	89378.0	89378.0	0
14	1	28	0	applied mathematics	0.0	RUSSIA	NEW YORK	89378.0	89378.0	0
14	1	23	0	comp sci, engineering, or rel	0.0	INDIA	NEW YORK	89378.0	89378.0	0
14	1	1998	0	computer science	12.0	INDIA	NEW YORK	89378.0	89378.0	0
14	2	2539	0	computer science	0.0	CHINA	NEW YORK	89378.0	89378.0	0
14	0	337	0	computer science	6.0	INDIA	NEW JERSEY	89378.0	89378.0	0
14	0	26	1	engineering (any), computer information systems, computer science, information technology	24.0	INDIA	NEW JERSEY	89378.0	89378.0	0
14	0	26	1	engineering (any), computer information systems, information technology, computer science	24.0	INDIA	NEW JERSEY	89378.0	89378.0	0
14	0	337	0	computer science	6.0	FRANCE	NEW JERSEY	89378.0	89378.0	0
14	3	1473	0	computer science, management information systems or related field	0.0	INDIA	NEW YORK	89378.0	89378.0	0
14	0	334	1	computer science, engineering or a related technical field	0.0	INDIA	GEORGIA	89375.0	89375.0	0
15	0	906	2	elec eng, compt sci & engring, closely related	0.0	SOUTH KOREA	TEXAS	89357.0	94500.0	1
16	1	3	1	computer science, computer engineering, electrical engineering or related	0.0	INDIA	CALIFORNIA	89312.0	95014.4	0
15	0	20	1	computer science	0.0	INDIA	RHODE ISLAND	89274.0	93730.0	0
17	0	37	0	comp. sci., engin(any), business, math, physics, or related technical field	24.0	INDIA	NORTH CAROLINA	89253.0	100085.0	0
24	1	675	3	dentistry	0.0	INDIA	MICHIGAN	89187.0	140000.0	1
17	0	675	3	dentistry	0.0	INDIA	MICHIGAN	89187.0	101000.0	1
17	0	1	0	computer science, computer engineering, or a related field	24.0	CHINA	CALIFORNIA	89170.0	105000.0	0
17	0	2052	0	computer science or related technical field	0.0	SOUTH KOREA	CALIFORNIA	89170.0	102000.0	0
14	1	2046	0	computer science or computer engineering	24.0	INDIA	CALIFORNIA	89170.0	89170.0	0
37	2	170	2	bus. admin, marketing, economics or related	0.0	JAPAN	CALIFORNIA	89147.0	200200.0	1
14	0	328	0	engineering	24.0	INDIA	MARYLAND	89128.0	89128.0	0
14	0	2137	0	computer science	12.0	CHINA	MARYLAND	89128.0	89128.0	0
14	0	1761	0	computer engineering or equivalent	24.0	BANGLADESH	MARYLAND	89128.0	89128.0	0
14	0	2858	0	information resource management	12.0	NEPAL	MARYLAND	89128.0	89128.0	2
21	0	10	0	computer science, engineering, math, physics or related field	12.0	INDIA	CALIFORNIA	89094.0	125000.0	6
14	0	1523	1	computer science	60.0	INDIA	WISCONSIN	89086.0	89086.0	0
14	1	2027	1	electronic engineering	0.0	INDIA	WISCONSIN	89086.0	89086.0	0
14	2	2459	0	financial engineering, related, or equivalent	0.0	CHINA	NEW JERSEY	89086.0	89086.0	2
23	0	1742	0	computer science, engineering or related field	0.0	INDIA	MARYLAND	89045.0	131331.0	2
19	0	862	1	computer science	60.0	INDIA	FLORIDA	88982.0	110700.0	0
14	1	2011	1	it, computer science, computer engineering, engineering or a related field	0.0	AUSTRALIA	MISSOURI	88982.0	88982.0	0
14	1	271	0	computer science, software engineering or rel	36.0	INDIA	MISSOURI	88982.0	88982.0	0
14	0	1086	0	computer science	0.0	INDIA	MISSOURI	88982.0	88982.0	0
16	0	20	1	computer science	0.0	INDIA	TEXAS	88968.0	98940.0	0
16	0	20	1	computer science	0.0	INDIA	TEXAS	88968.0	97898.0	0
15	0	20	1	computer science	0.0	INDIA	TEXAS	88968.0	92700.0	0
16	0	950	0	computer science or a closely related field	12.0	INDIA	GEORGIA	88941.0	97552.0	0
14	0	2092	0	computer science	6.0	INDIA	GEORGIA	88941.0	90000.0	0
14	0	1222	0	computer science, cis, electrical engineering or related	12.0	INDIA	GEORGIA	88941.0	89000.0	0
14	0	483	0	computer science or a closely related field	12.0	CANADA	GEORGIA	88941.0	89000.0	0
14	0	483	0	computer science/applications or a closely related field	12.0	INDIA	GEORGIA	88941.0	89000.0	0
14	0	1369	0	computer science	36.0	INDIA	GEORGIA	88941.0	88941.0	0
17	0	2228	1	computer science, software engineering or a related field	0.0	INDIA	NORTH CAROLINA	88920.0	102606.0	0
14	0	20	1	computer science	0.0	INDIA	NORTH CAROLINA	88920.0	88920.0	0
14	1	20	1	computer science	0.0	INDIA	NORTH CAROLINA	88920.0	88920.0	0
14	1	82	2	social sciences	0.0	AUSTRIA	MICHIGAN	88880.0	89000.0	1
14	0	413	2	petroleum engineering	0.0	NIGERIA	ALASKA	88867.0	88867.0	1
14	0	2817	0	computer science/engineering/technology or foreign equivalent	24.0	INDIA	VIRGINIA	88837.0	90000.0	0
14	1	929	1	computer science	0.0	INDIA	ILLINOIS	88800.0	88800.0	0
14	1	355	1	computer science, engineering, or related	0.0	INDIA	ILLINOIS	88800.0	88800.0	0
14	1	355	1	computer science, engineering, or related	0.0	INDIA	ILLINOIS	88800.0	88800.0	0
14	1	2746	1	computer science and/or engineering or related field	0.0	INDIA	ILLINOIS	88800.0	88800.0	0
19	0	2879	1	engineering, computer science or related field	0.0	MEXICO	ILLINOIS	88795.0	113294.0	2
16	0	2165	1	computer engineering	60.0	INDIA	MICHIGAN	88795.0	99640.0	2
16	0	97	1	electronic engineering or related	60.0	INDIA	OHIO	88795.0	99246.89	0
15	0	1922	1	computer science	0.0	CANADA	OHIO	88795.0	94000.0	2
15	1	682	0	computer science, electr engineering or related field	0.0	INDIA	ARIZONA	88733.0	94785.0	0
15	0	2144	1	mis, cis, engineering, or related field	0.0	INDIA	ARIZONA	88733.0	92000.0	0
14	0	682	0	computer science, information technology, or related field	12.0	INDIA	ARIZONA	88733.0	88733.0	0
14	0	682	0	computer science, information technology, or related field	12.0	INDIA	ARIZONA	88733.0	88733.0	0
16	1	659	3	biology, biochemistry, hematology, oncology or molecular biology	0.0	FRANCE	OHIO	88730.0	95014.0	1
24	0	288	0	computer science or computer engineering	0.0	INDIA	NEW YORK	88714.0	140000.0	0
14	0	66	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	90000.0	0
14	0	66	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	90000.0	0
14	0	66	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	90000.0	0
14	0	66	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	90000.0	0
14	0	66	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	90000.0	0
14	0	66	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	90000.0	0
14	1	66	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	90000.0	0
14	0	92	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	89000.0	0
14	0	92	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	89000.0	0
14	0	92	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	89000.0	0
14	0	92	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	89000.0	0
14	0	92	0	computer science	24.0	INDIA	CONNECTICUT	88712.0	89000.0	0
23	0	1	0	computer science, electrical engineering, or a related field	24.0	TAIWAN	MASSACHUSETTS	88691.0	134000.0	0
22	0	782	0	computer science,electrical engineering, or related	0.0	FRANCE	MASSACHUSETTS	88691.0	130000.0	0
17	0	178	1	computer science, or related field	24.0	INDIA	MASSACHUSETTS	88691.0	104000.0	0
16	0	999	0	computer science, electrical engineering	0.0	INDIA	MASSACHUSETTS	88691.0	99400.0	0
15	0	39	0	computer science	0.0	CHINA	MASSACHUSETTS	88691.0	93300.0	0
15	0	128	0	engineering	24.0	INDIA	MASSACHUSETTS	88691.0	92409.84	0
15	0	2328	0	comp sci, comp eng, or electrical eng	12.0	CHINA	MASSACHUSETTS	88691.0	91936.0	0
15	0	1797	0	computer science or related field	24.0	SRI LANKA	MASSACHUSETTS	88691.0	90000.04	0
14	0	23	0	information systems, computer science, computer engineering, or related	0.0	CHINA	MASSACHUSETTS	88691.0	88691.0	0
14	0	23	0	information systems, computer science, computer engineering, or related	0.0	CHINA	MASSACHUSETTS	88691.0	88691.0	0
14	0	1984	0	engineering technology--information science emphasis	24.0	RUSSIA	MASSACHUSETTS	88691.0	88691.0	0
14	3	1698	0	computer science	0.0	NEPAL	NEW JERSEY	88670.0	89000.0	0
14	0	982	1	computer science	0.0	INDIA	ILLINOIS	88670.0	88750.0	0
14	1	1597	0	computer science, engineering, or management information systems	0.0	INDIA	NEW JERSEY	88670.0	88670.0	0
14	0	2226	5	business, marketing	48.0	INDIA	CALIFORNIA	88650.0	88650.0	2
19	0	638	0	computer science or related field	24.0	INDIA	MARYLAND	88587.0	115000.0	0
17	0	638	0	computer science or related field	24.0	ETHIOPIA	MARYLAND	88587.0	105000.0	0
17	0	638	0	computer science or related field	24.0	ETHIOPIA	MARYLAND	88587.0	105000.0	0
14	1	2351	0	computer science, computer engineering, mis/is/it, tech or related fields	0.0	INDIA	MARYLAND	88587.0	90000.0	0
14	1	200	0	engineering	24.0	INDIA	MARYLAND	88587.0	88587.0	0
14	1	200	0	engineering	24.0	INDIA	MARYLAND	88587.0	88587.0	0
14	1	188	0	computer science	0.0	PHILIPPINES	MARYLAND	88587.0	88587.0	0
14	1	188	0	computer science	0.0	NEPAL	MARYLAND	88587.0	88587.0	0
14	1	188	0	computer science	0.0	INDIA	MARYLAND	88587.0	88587.0	0
14	1	188	0	computer science	0.0	NEPAL	MARYLAND	88587.0	88587.0	0
14	1	188	0	computer science	0.0	NEPAL	MARYLAND	88587.0	88587.0	0
14	0	200	0	engineering	24.0	INDIA	MARYLAND	88587.0	88587.0	0
14	2	418	0	business admin, engg., computer science, or info. systems	12.0	INDIA	NEW JERSEY	88546.0	89000.0	2
